d_measured,depth,D,mean_branches,n_primary_dendrites,branch_angle,total_length,num_neurons
1.4322158,8.0,1.6866167,1.8110441,6.0,1.7836447,454.04953,25.0
1.5113444,4.0,1.7747502,1.4726433,6.0,0.74126875,723.3461,14.0
1.4787986,7.0,1.6709377,1.722875,3.0,0.58586675,879.8122,16.0
1.04316,10.0,1.915019,1.9553307,3.0,1.6328899,50.22768,12.0
1.3924916,9.0,1.7509625,1.7447866,4.0,1.7465317,588.4453,30.0
1.643427,7.0,1.202085,1.8121797,5.0,0.85613,501.20663,13.0
1.3307296,6.0,1.9766207,1.3633866,5.0,2.6518059,173.71225,12.0
1.6305463,7.0,1.1165107,1.7234943,5.0,1.7820103,590.00183,5.0
1.3452708,9.0,1.7717059,1.3584117,4.0,1.0831424,658.7025,30.0
1.3918003,5.0,1.61045,1.952148,8.0,1.0011909,798.6592,18.0
1.426657,8.0,1.9837023,1.5731688,4.0,0.47303832,705.0899,7.0
1.2458323,5.0,1.101186,1.3829619,6.0,1.56325,64.194374,30.0
1.1278867,8.0,1.3012658,1.1200004,3.0,2.9842622,58.267128,18.0
1.4934573,4.0,1.9083285,1.1573832,4.0,1.8666818,331.51834,17.0
1.3951092,4.0,1.494797,1.4097717,6.0,1.8669528,829.1763,30.0
1.0929289,7.0,1.435406,1.3710217,8.0,1.319245,53.849323,18.0
1.4196324,4.0,1.2820549,1.1368333,7.0,2.8970482,619.20166,29.0
1.4558989,9.0,1.34751,1.25006,3.0,2.4507322,842.9075,27.0
1.3576608,8.0,1.6041135,1.7078546,4.0,2.3216758,332.81216,4.0
1.5179906,5.0,1.1521901,1.6773795,3.0,0.88665295,999.9097,6.0
1.478785,7.0,1.8388245,1.6373049,7.0,2.4482582,539.1035,8.0
1.5935236,9.0,1.3402077,1.3748418,3.0,1.5988113,975.05023,13.0
1.3895826,3.0,1.7828983,1.3930483,5.0,2.5961518,832.0999,24.0
1.5512929,5.0,1.7415776,1.8476198,8.0,1.46215,669.5253,3.0
1.5386043,8.0,1.1047491,1.867827,6.0,2.379172,887.8572,21.0
1.2457743,4.0,1.4536504,1.0074381,3.0,2.8446944,122.575676,23.0
1.6499369,10.0,1.1716899,1.5161372,4.0,2.5728273,699.3089,14.0
1.2173809,10.0,1.1337023,1.121466,6.0,0.35693437,930.7038,28.0
1.5281159,9.0,1.5716709,1.0282558,3.0,2.8996398,747.48865,7.0
1.5390286,6.0,1.2962028,1.5150814,4.0,2.8080463,442.88745,11.0
1.6305069,8.0,1.1915525,1.7130548,5.0,1.1882359,570.121,7.0
1.1545842,9.0,1.47597,1.9775413,3.0,0.046978287,61.503227,25.0
1.4701765,4.0,1.3903446,1.2571173,5.0,2.3573756,871.2765,5.0
1.5354565,4.0,1.016519,1.7894188,5.0,1.4259297,826.3859,27.0
1.4728665,4.0,1.0231918,1.1140275,5.0,1.162302,227.78319,16.0
1.4683993,7.0,1.9070281,1.3589745,7.0,1.4727544,510.83664,10.0
1.5786144,6.0,1.0189213,1.7932719,4.0,3.1050305,930.0425,8.0
1.5544053,9.0,1.0650983,1.9524205,5.0,0.8078849,193.80571,21.0
1.5521014,10.0,1.740841,1.2588962,6.0,1.1302212,531.54266,7.0
1.388101,10.0,1.4895557,1.7272904,6.0,2.654195,995.9174,20.0
1.3903252,4.0,1.4563625,1.4643574,3.0,0.9465279,485.7674,3.0
1.5986683,10.0,1.1261127,1.6633501,3.0,0.5771396,720.56854,25.0
1.5204126,10.0,1.2318102,1.4574797,5.0,2.3530884,666.62024,22.0
1.5641571,3.0,1.1467927,1.0551045,7.0,2.0716763,403.705,17.0
1.4839407,10.0,1.3770497,1.1185921,4.0,2.3883913,355.02444,30.0
1.5263231,7.0,1.5795673,1.6211798,7.0,0.48194546,635.5103,12.0
1.5345285,5.0,1.7935206,1.3184453,5.0,2.225204,755.13104,9.0
1.1628281,4.0,1.8153365,1.2475799,5.0,1.101641,88.95136,5.0
1.6075126,9.0,1.1431639,1.6154157,6.0,0.7590806,354.7643,14.0
1.5398406,7.0,1.2183383,1.2117232,6.0,1.533683,288.2029,14.0
1.1037999,10.0,1.7693214,1.9261185,7.0,1.3619787,648.2208,29.0
1.6001523,8.0,1.636156,1.4684582,4.0,1.4194375,958.68665,10.0
1.3515681,4.0,1.747597,1.1324191,5.0,2.2776175,914.4234,29.0
1.4785461,4.0,1.5969903,1.4377778,5.0,0.6035436,394.09244,9.0
1.6296664,8.0,1.2698872,1.5734382,8.0,0.87006897,682.79785,7.0
1.3576021,7.0,1.457766,1.6348068,8.0,3.018108,869.3297,17.0
1.5367283,6.0,1.127233,1.1948966,4.0,0.13220617,938.1386,14.0
1.2026957,9.0,1.7776847,1.2027014,5.0,1.6206956,864.5295,26.0
1.5438898,4.0,1.4403309,1.7215081,8.0,0.98849493,560.6822,16.0
1.512919,5.0,1.6994754,1.7610104,6.0,0.01047241,870.7435,10.0
1.4731472,3.0,1.743754,1.4222704,6.0,0.21168049,230.54576,21.0
1.3014221,7.0,1.6658653,1.5782174,5.0,0.1376851,268.86444,4.0
1.4107814,4.0,1.6723151,1.6584877,8.0,1.4884039,534.16656,23.0
1.520996,6.0,1.4183947,1.2573953,6.0,0.4770798,325.09314,14.0
1.144342,6.0,1.9352865,1.5366473,8.0,0.45542225,50.678097,3.0
1.390844,7.0,1.441435,1.7784027,6.0,2.7085145,715.6683,29.0
1.5254148,7.0,1.8867707,1.5130402,5.0,1.1753742,457.21027,8.0
1.2384496,3.0,1.2490592,1.1626142,4.0,2.0773335,165.2781,10.0
1.2454286,10.0,1.7169039,1.2278671,5.0,2.9498086,943.4611,23.0
1.4341059,3.0,1.7044929,1.0902205,8.0,1.081818,992.6759,14.0
1.4778018,6.0,1.8045201,1.8810962,4.0,1.7702845,799.1291,21.0
1.4867716,4.0,1.9588846,1.6618146,4.0,2.8190773,588.70197,25.0
1.5031203,10.0,1.0464499,1.4972929,4.0,3.062524,280.5236,16.0
1.4394462,8.0,1.7591399,1.9218006,3.0,1.5551215,909.34924,25.0
1.4554228,9.0,1.5666351,1.507744,5.0,0.22523326,559.0424,11.0
1.2184396,8.0,1.8152536,1.6535814,6.0,0.3884549,744.779,20.0
1.2237984,8.0,1.9967017,1.7953144,8.0,1.1936722,508.83127,28.0
1.343248,6.0,1.573856,1.5297232,5.0,0.6453475,811.1586,29.0
1.4592972,7.0,1.6864595,1.0203775,6.0,2.0269237,895.49274,10.0
1.1098617,6.0,1.7406574,1.355221,6.0,1.7773595,71.19129,13.0
1.6443712,10.0,1.0874746,1.5511714,3.0,2.6034184,794.9043,16.0
1.5248817,3.0,1.0628954,1.5820191,5.0,3.0554366,985.8126,21.0
1.3665406,5.0,1.8711284,1.8025244,6.0,2.377921,277.94794,9.0
1.5142125,8.0,1.0524604,1.7934511,8.0,2.8239822,295.3481,17.0
1.4038472,6.0,1.931727,1.1042126,5.0,3.0535493,205.52368,20.0
1.382568,3.0,1.4375026,1.0040238,8.0,0.97279614,109.12929,30.0
1.3596915,11.0,1.6451585,1.5656475,6.0,2.6430657,560.3418,22.0
1.4321529,10.0,1.5008156,1.7795482,6.0,1.5289891,228.44386,29.0
1.4854047,8.0,1.6849351,1.53403,7.0,2.5351639,802.71204,10.0
1.5037333,3.0,1.5391624,1.0579941,3.0,1.0420161,951.0364,20.0
1.5576595,10.0,1.4446152,1.396851,4.0,1.6088283,427.91104,7.0
1.4216455,8.0,1.5981725,1.2915894,5.0,1.8162005,856.92303,16.0
1.352209,5.0,1.6362877,1.4430988,7.0,0.26070386,957.73914,19.0
1.3659135,9.0,1.4105799,1.242646,5.0,0.82519627,737.8325,22.0
1.5380158,7.0,1.0427561,1.0166804,6.0,2.318129,477.29773,24.0
1.4172666,11.0,1.2907541,1.1683613,4.0,2.282554,265.8745,10.0
1.613422,10.0,1.0048245,1.5551084,4.0,2.3815317,952.2809,25.0
1.5166967,7.0,1.6801469,1.8067579,6.0,2.475102,652.4482,4.0
1.4910194,10.0,1.8768831,1.776656,5.0,1.5047735,651.82355,7.0
1.3623573,7.0,1.6263282,1.3473883,6.0,2.3351917,178.32588,17.0
1.5288476,6.0,1.8184614,1.5329268,5.0,0.7178448,574.5245,6.0
1.127169,8.0,1.8746464,1.9121677,5.0,0.21071091,52.793674,19.0
1.3547319,4.0,1.6549107,1.4752889,5.0,0.7200299,250.80145,6.0
1.591334,6.0,1.9326037,1.9194034,3.0,1.0360788,509.38678,13.0
1.6045533,11.0,1.0295719,1.7094774,7.0,1.4702518,566.4948,22.0
1.4414674,6.0,1.8193136,1.3221993,4.0,1.7434158,413.1233,4.0
1.6334882,9.0,1.2775398,1.6513335,6.0,1.1397219,874.6275,10.0
1.6182508,5.0,1.1555849,1.5505024,7.0,0.51240534,624.2889,12.0
1.3850591,9.0,1.9572476,1.0710183,5.0,2.330303,481.47076,3.0
1.4572983,7.0,1.1156756,1.1052533,7.0,2.9430678,414.03787,4.0
1.302375,9.0,1.8693563,1.7452011,4.0,1.3159798,237.34691,7.0
1.5948327,9.0,1.6641377,1.7991238,3.0,1.5609554,787.53033,10.0
1.2952547,3.0,1.800398,1.5425813,6.0,0.09563242,83.68527,29.0
1.4527324,9.0,1.4673018,1.2166722,3.0,0.70178413,269.3814,16.0
1.0491568,11.0,1.9293578,1.0053762,7.0,0.12291055,651.0787,28.0
1.5360357,3.0,1.6085837,1.8762562,6.0,0.14614576,579.72614,13.0
1.4754667,7.0,1.8048548,1.9381831,4.0,0.7787061,300.9288,28.0
1.4781561,5.0,1.565889,1.7928094,7.0,0.5970312,306.55783,29.0
1.4847274,9.0,1.5985334,1.9237024,6.0,3.0257072,737.5112,17.0
1.568288,4.0,1.2786651,1.9856063,7.0,1.1496438,578.4178,5.0
1.5243269,4.0,1.3264846,1.4837899,5.0,0.4085458,797.2402,15.0
1.1318928,3.0,1.140318,1.2250938,6.0,2.6523955,73.82864,16.0
1.4887897,5.0,1.27661,1.3603171,7.0,2.7807236,558.0415,22.0
1.5167108,6.0,1.4318471,1.5736362,5.0,2.849976,951.45917,14.0
1.4432596,5.0,1.1367213,1.8338088,3.0,0.26339912,768.7567,6.0
1.5007297,8.0,1.4680823,1.2346398,5.0,2.906429,263.19156,24.0
1.5957723,10.0,1.3923624,1.4606774,3.0,2.4430337,949.1817,16.0
1.6315647,9.0,1.0581777,1.4631456,3.0,0.716783,520.905,18.0
1.357119,4.0,1.8227051,1.876768,8.0,1.6216065,115.92929,27.0
1.5006112,3.0,1.2389435,1.2421756,7.0,2.2934327,628.03625,16.0
1.4417682,4.0,1.3663404,1.1034579,3.0,2.9872737,707.8065,7.0
1.513668,4.0,1.4186068,1.9955522,4.0,2.9135392,962.85736,22.0
1.512889,5.0,1.5580943,1.9806321,5.0,0.52836865,417.00687,15.0
1.277002,6.0,1.4069905,1.3581699,5.0,0.27392796,140.40475,4.0
1.3772379,6.0,1.9721111,1.3853759,6.0,1.3479024,995.86743,14.0
1.6262466,8.0,1.1405176,1.7282087,8.0,0.635259,541.1246,8.0
1.4692726,8.0,1.2574652,1.0873358,7.0,2.9292133,218.29904,24.0
1.3357582,8.0,1.8294656,1.9738414,5.0,2.4420283,135.49438,22.0
1.3406975,4.0,1.9378011,1.7566406,4.0,1.806112,163.52473,15.0
1.1914669,11.0,1.4229119,1.0993099,6.0,0.21972203,56.03157,26.0
1.4858475,5.0,1.7499797,1.5411693,8.0,2.8140178,430.93982,8.0
1.5460746,8.0,1.2289349,1.0554559,5.0,1.5458952,479.03516,4.0
1.4806132,6.0,1.6064419,1.7417805,7.0,0.39481106,349.30634,7.0
1.2296804,9.0,1.5735224,1.1110135,6.0,0.004728987,157.42168,4.0
1.3834704,3.0,1.8846971,1.1179194,7.0,0.70108515,750.40436,3.0
1.0504102,7.0,1.9397143,1.8363605,6.0,1.0341058,897.85394,23.0
1.4071655,10.0,1.2004461,1.5074285,5.0,2.7437046,378.6694,4.0
1.4903551,7.0,1.4480577,1.5328181,7.0,3.0320976,570.7749,5.0
1.4974067,7.0,1.8798306,1.8235698,7.0,0.84256977,444.95343,10.0
1.4904926,9.0,1.7008982,1.3327367,5.0,0.16731916,741.94977,10.0
1.3934925,7.0,1.2270861,1.4296343,6.0,1.0382041,676.2933,29.0
1.487421,7.0,1.1869282,1.0481586,4.0,0.2260006,833.7409,10.0
1.4641995,5.0,1.7463572,1.3371145,7.0,1.8742976,233.32472,21.0
1.4790887,6.0,1.9916893,1.5023474,4.0,1.727803,767.57184,4.0
1.4583107,8.0,1.8984777,1.4076275,4.0,0.9068706,535.87427,18.0
1.3232576,7.0,1.5251403,1.0590993,3.0,0.56008273,252.17357,10.0
1.573632,10.0,1.2313081,1.7986504,6.0,2.0680573,270.87903,23.0
1.4671444,10.0,1.5206149,1.6794186,5.0,3.027015,407.9985,26.0
1.5010695,3.0,1.3971682,1.155055,8.0,1.7566372,825.23553,5.0
1.5083835,10.0,1.660655,1.4051707,5.0,1.2438214,615.7761,9.0
1.4016005,3.0,1.9644479,1.722299,7.0,1.6179831,305.57477,6.0
1.2476507,5.0,1.6529347,1.1604341,6.0,0.011693888,989.99274,27.0
1.4383775,5.0,1.7815319,1.0544171,4.0,3.1321483,394.0606,13.0
1.4815725,7.0,1.6792986,1.2469529,3.0,0.26430798,346.34113,29.0
1.4976329,4.0,1.7954785,1.1950561,6.0,2.7804437,786.6124,8.0
1.512552,6.0,1.145829,1.9243603,5.0,0.03475258,868.6401,6.0
1.5652912,10.0,1.3293469,1.7722013,3.0,2.9838116,777.3047,22.0
1.5926691,8.0,1.5393068,1.8858124,3.0,1.4118669,749.2723,7.0
1.5098135,8.0,1.7553923,1.6530045,3.0,0.50786704,743.8595,17.0
1.4086953,10.0,1.8384268,1.0936881,6.0,0.032233983,287.04056,24.0
1.4400529,7.0,1.5239717,1.3148487,5.0,3.066594,277.66092,12.0
1.5618372,7.0,1.3394125,1.5142598,8.0,1.4093819,453.52078,15.0
1.6676342,11.0,1.0578212,1.6072824,5.0,1.7968847,797.60223,13.0
1.6349623,6.0,1.5680883,1.8925115,8.0,0.8517479,665.88763,6.0
1.3549906,9.0,1.7665986,1.9258991,6.0,1.2476325,839.2626,14.0
1.4916611,6.0,1.1961753,1.7181035,5.0,1.732794,296.4817,9.0
1.2899762,7.0,1.3054751,1.3966852,6.0,0.7606566,919.8994,25.0
1.4343038,7.0,1.5186319,1.9951435,4.0,1.9711888,174.35031,25.0
1.4175928,8.0,1.2421325,1.08539,4.0,1.9916793,911.63983,28.0
1.6583798,6.0,1.05992,1.9863716,6.0,2.0441217,856.3704,7.0
1.5250047,6.0,1.2360151,1.0095928,3.0,0.21651238,496.9087,19.0
1.538777,5.0,1.0539442,1.4779844,3.0,1.823052,321.63828,18.0
1.2014152,10.0,1.8295399,1.5182283,6.0,0.24099949,886.86755,23.0
1.3687642,7.0,1.7459877,1.0602412,7.0,1.7838483,254.80888,9.0
1.4965613,6.0,1.3276645,1.2958219,5.0,3.1290238,910.1237,16.0
1.3132143,4.0,1.3627656,1.647025,5.0,0.17549184,170.54492,11.0
1.3629038,7.0,1.5026416,1.2858322,6.0,0.17439559,358.07556,5.0
1.2969633,6.0,1.397413,1.6014194,3.0,1.6230042,217.78618,4.0
1.4780457,6.0,1.2495152,1.1682063,7.0,2.8532915,300.72174,11.0
1.4422799,10.0,1.7456307,1.7950656,4.0,0.5090939,336.65198,27.0
1.3387543,9.0,1.1328623,1.2496244,7.0,1.3034652,757.92395,24.0
1.3088064,9.0,1.356648,1.3171594,6.0,1.3052505,749.3358,27.0
1.5428282,6.0,1.6409061,1.9572744,5.0,1.7018954,512.04553,15.0
1.3870603,7.0,1.3356965,1.8561407,5.0,2.6714606,338.94608,4.0
1.5094429,5.0,1.8357686,1.876018,6.0,1.2450327,412.37985,6.0
1.5299313,6.0,1.7898049,1.2624073,7.0,3.103512,841.554,7.0
1.4540542,10.0,1.3372655,1.153601,8.0,2.35394,430.53308,13.0
1.5851036,10.0,1.2674457,1.3435087,4.0,1.2278469,379.3243,12.0
1.3813258,8.0,1.5844002,1.6279088,8.0,2.909512,541.4443,28.0
1.08167,8.0,1.4718966,1.2617415,8.0,2.1650317,854.4959,28.0
1.4581571,6.0,1.5632522,1.6215712,6.0,1.9700905,459.41425,27.0
1.6370796,8.0,1.054629,1.3195821,8.0,0.7772742,487.4673,13.0
1.1657583,7.0,1.6051184,1.1816643,8.0,2.0964766,937.2487,23.0
1.5628122,5.0,1.4541813,1.89563,6.0,0.8930139,449.271,3.0
1.1844308,8.0,1.6886407,1.0407073,8.0,1.9554312,163.35173,5.0
1.4093107,9.0,1.7945795,1.0005082,6.0,1.1760312,352.81357,3.0
1.4089996,5.0,1.7649922,1.3720834,6.0,2.5671096,713.55853,20.0
1.5169579,4.0,1.806109,1.7591039,8.0,0.4545099,317.9891,14.0
1.4837112,8.0,1.3396258,1.4404812,7.0,1.3926995,906.6435,13.0
1.4652554,4.0,1.8483957,1.003019,3.0,2.3740873,601.954,12.0
1.6734526,10.0,1.0074835,1.1557956,5.0,1.5572191,529.9416,14.0
1.4671896,10.0,1.9061383,1.1785052,7.0,0.04511015,575.5911,6.0
1.4496499,5.0,1.3993012,1.0373796,6.0,1.3955325,571.2345,25.0
1.5910152,5.0,1.1418877,1.4028473,7.0,0.8840947,548.66113,8.0
1.5056238,4.0,1.4702642,1.5525569,5.0,1.6541755,484.6175,24.0
1.2062045,6.0,1.9311779,1.1430942,7.0,1.5158182,75.69109,20.0
1.5380327,9.0,1.4379914,1.6276631,7.0,0.20653051,867.6564,9.0
1.4088092,5.0,1.783123,1.7941331,5.0,2.2382102,467.39832,3.0
1.1623834,10.0,1.1770976,1.0185658,6.0,0.6505966,731.2583,28.0
1.3259766,5.0,1.1602557,1.8741205,8.0,2.6079283,92.09167,28.0
1.5054282,4.0,1.3594831,1.7480615,4.0,2.4828935,424.62384,15.0
1.5733867,8.0,1.3584576,1.2448131,7.0,2.122534,668.32916,5.0
1.4622939,6.0,1.3731842,1.7175668,4.0,0.50985664,333.7028,9.0
1.4827106,6.0,1.5715913,1.1651144,5.0,1.349855,476.10065,4.0
1.5741683,4.0,1.0923401,1.6345587,7.0,0.6256604,368.73685,19.0
1.1199174,7.0,1.0164015,1.896038,3.0,2.5231392,62.205334,19.0
1.254338,4.0,1.4929124,1.6537809,7.0,0.026848191,166.63203,6.0
1.5405262,8.0,1.8675357,1.102624,5.0,1.5234348,546.31744,9.0
1.5704147,5.0,1.3867091,1.5138562,5.0,1.793877,432.88153,12.0
1.6133674,10.0,1.182036,1.5442356,6.0,2.8921914,552.7458,16.0
1.255504,10.0,1.7001556,1.2991602,8.0,0.20687652,626.8116,21.0
1.3135233,11.0,1.7955536,1.2849437,5.0,3.100654,120.689255,27.0
1.3769441,8.0,1.7400573,1.7278502,7.0,3.0281312,882.1677,20.0
1.1572421,10.0,1.3978049,1.1701247,7.0,1.3486888,123.77522,3.0
1.3769957,5.0,1.7399814,1.9468398,7.0,1.4079307,892.85596,18.0
1.4561868,10.0,1.0356956,1.7098827,7.0,2.8334656,873.7838,28.0
1.3720949,4.0,1.4777609,1.9672446,7.0,2.8134322,813.62805,22.0
1.1869019,9.0,1.8740035,1.6735475,6.0,1.0825396,885.37524,21.0
1.5763509,7.0,1.2811711,1.4616883,4.0,0.86753035,458.77213,24.0
1.5136163,6.0,1.4458963,1.6692367,4.0,0.059877176,843.0956,8.0
1.4312792,7.0,1.3756458,1.130686,5.0,0.28293318,277.41068,11.0
1.5202866,10.0,1.0709442,1.2171104,6.0,2.1171656,521.52075,25.0
1.2904081,7.0,1.1873246,1.5104854,8.0,2.889634,844.46356,29.0
1.2578048,9.0,1.9909855,1.7973588,5.0,2.1750944,126.360435,18.0
1.4098189,9.0,1.9734956,1.7155333,4.0,1.4368688,659.4074,14.0
1.6601107,8.0,1.3094602,1.62453,7.0,1.5664254,745.2475,7.0
1.6557443,7.0,1.1386089,1.8624083,6.0,1.7317073,386.9631,14.0
1.5729668,11.0,1.2768419,1.069792,3.0,0.80898863,586.4876,8.0
1.480693,7.0,1.9044724,1.0794041,4.0,1.2353314,416.58368,18.0
1.4424665,8.0,1.8612583,1.2756792,8.0,0.007755354,324.86597,15.0
1.4176562,6.0,1.688377,1.8759602,7.0,1.5426965,190.938,26.0
1.3809118,8.0,1.7011888,1.4253796,4.0,1.3752031,239.56343,11.0
1.43376,8.0,1.6429222,1.8866892,3.0,0.1007123,575.53485,6.0
1.3448902,8.0,1.5173595,1.025518,7.0,2.0724258,672.1317,21.0
1.2256415,8.0,1.3242867,1.629246,5.0,0.63849473,126.04603,5.0
1.4272248,9.0,1.9090278,1.1030611,6.0,0.27879333,352.1272,15.0
1.4457332,8.0,1.222097,1.8298898,6.0,0.07749241,508.07443,8.0
1.2674475,4.0,1.7794303,1.2975755,4.0,1.0083255,179.1139,11.0
1.414742,5.0,1.4832871,1.174212,6.0,2.270979,193.29236,21.0
1.2145598,8.0,1.1341194,1.1811025,6.0,2.2734022,151.32802,3.0
1.2402335,9.0,1.4475253,1.2661859,3.0,1.1584073,145.59615,15.0
1.5898021,8.0,1.3212118,1.4378312,4.0,1.931624,497.6558,7.0
1.3253484,4.0,1.7067595,1.3502984,7.0,0.3399738,947.72736,22.0
1.5773729,9.0,1.1469353,1.6646671,7.0,0.23137698,979.30975,5.0
1.5248976,8.0,1.2507905,1.1940757,7.0,0.110876806,435.4102,10.0
1.4729102,4.0,1.0302144,1.4960932,5.0,1.9784199,882.79114,4.0
1.4165927,5.0,1.7413875,1.3529226,5.0,2.9700465,259.8304,15.0
1.5892966,6.0,1.1254565,1.9503286,6.0,0.70974,804.65216,5.0
1.5224732,7.0,1.432635,1.8567712,6.0,1.9221082,948.49677,13.0
1.498127,9.0,1.436484,1.4374957,5.0,1.6988826,349.8355,6.0
1.2955087,10.0,1.9503764,1.4491129,6.0,2.5984497,644.41644,15.0
1.5996566,7.0,1.2946849,1.9928168,4.0,2.7726028,705.4255,9.0
1.4645967,8.0,1.7164114,1.6809094,5.0,1.9228616,828.58826,14.0
1.3259063,5.0,1.8419576,1.805024,6.0,2.6072383,266.68756,7.0
1.5678619,6.0,1.2012079,1.5556612,7.0,0.98904234,934.4677,11.0
1.5660812,3.0,1.3539927,1.8994925,4.0,1.6191409,277.58206,24.0
1.5324044,7.0,1.6261251,1.7017226,4.0,1.844661,531.3773,21.0
1.5039628,5.0,1.1077983,1.921044,3.0,2.9691665,246.15636,28.0
1.4846641,9.0,1.215521,1.0823182,6.0,1.6850502,496.01038,20.0
1.4756548,8.0,1.0542703,1.8199428,5.0,0.023985725,876.014,29.0
1.1700732,11.0,1.4380429,1.0477504,7.0,2.8584795,869.08496,22.0
1.4924498,6.0,1.1002746,1.5372301,7.0,1.9541705,216.62167,18.0
1.5120455,4.0,1.3024002,1.0927254,4.0,1.4116279,281.24554,26.0
1.2533644,7.0,1.8920932,1.2106712,7.0,2.751627,666.7619,25.0
1.5037656,9.0,1.4440333,1.439081,3.0,0.26649323,814.4535,23.0
1.1695677,3.0,1.9223228,1.9419732,8.0,0.60442746,70.87334,15.0
1.2965709,6.0,1.8929783,1.6132677,5.0,2.6417677,946.77484,20.0
1.4630166,4.0,1.8873022,1.6525533,3.0,1.2077065,243.81421,23.0
1.374295,9.0,1.7891189,1.8445807,7.0,0.5641451,335.6701,4.0
1.3430161,9.0,1.2136742,1.37773,8.0,0.5654715,796.6072,21.0
1.6554754,8.0,1.4152038,1.8646641,4.0,1.0937878,479.3201,18.0
1.6422287,11.0,1.1230959,1.2647531,5.0,2.790518,795.3127,8.0
1.4330033,5.0,1.9950519,1.9461079,7.0,2.7443464,325.54968,25.0
1.5243467,5.0,1.5130274,1.635412,6.0,1.5794575,694.34973,17.0
1.1348091,7.0,1.9599274,1.3592854,4.0,2.520051,118.69083,4.0
1.5558356,9.0,1.173934,1.575283,8.0,0.39745584,398.14258,19.0
1.5488708,6.0,1.1911124,1.8309045,8.0,2.463668,287.60953,25.0
1.5696075,4.0,1.1122513,1.401907,5.0,2.2227821,902.8364,16.0
1.410083,5.0,1.9064445,1.4306395,8.0,1.4704746,832.7309,12.0
1.2549194,9.0,1.957782,1.060654,6.0,1.0119272,666.4803,19.0
1.4303716,9.0,1.9260396,1.3207995,7.0,1.812823,449.09903,4.0
1.3417743,10.0,1.9048837,1.8950498,4.0,1.5889386,112.97134,28.0
1.2837863,9.0,1.9308757,1.6082963,8.0,2.052313,515.0883,29.0
1.6367428,7.0,1.1480753,1.9351153,4.0,2.154873,565.2741,19.0
1.3625178,4.0,1.7879097,1.6737382,4.0,2.4039392,171.283,19.0
1.4220991,6.0,1.9608862,1.115926,4.0,0.36169162,357.34244,27.0
1.4011617,4.0,1.9959321,1.6339914,6.0,2.8932903,695.4867,20.0
1.5397431,4.0,1.173649,1.3704185,7.0,2.1997573,626.88324,17.0
1.3958663,4.0,1.2665786,1.8326459,5.0,0.26738706,274.6974,10.0
1.5740827,8.0,1.4371232,1.8372736,4.0,3.02561,589.81793,14.0
1.3430132,6.0,1.7036653,1.1962054,5.0,2.053263,846.1964,24.0
1.4370581,5.0,1.8552983,1.1699737,3.0,0.45761722,612.10126,7.0
1.4693466,5.0,1.1936314,1.5224018,4.0,2.509652,854.7747,4.0
1.1995511,11.0,1.60903,1.0751758,5.0,1.069845,885.5312,23.0
1.6007538,6.0,1.0126107,1.4376417,3.0,1.2621403,989.88586,20.0
1.4729607,4.0,1.7395267,1.6715087,7.0,2.9984374,466.6122,10.0
1.6307032,8.0,1.6434653,1.8475147,5.0,1.2961187,794.1365,4.0
1.1318144,8.0,1.8686603,1.5206609,5.0,1.2372173,958.0525,23.0
1.2751348,9.0,1.5765637,1.094877,6.0,0.5745083,939.11945,19.0
1.3650026,7.0,1.8423849,1.9328054,6.0,2.0820196,172.75584,20.0
1.4713393,4.0,1.183972,1.8921613,7.0,0.039181497,890.0228,20.0
1.4679949,10.0,1.4004384,1.1340182,3.0,2.269151,297.20386,14.0
1.550399,11.0,1.0432992,1.1872437,5.0,0.030915456,761.52094,18.0
1.5989599,6.0,1.3223305,1.9542266,4.0,1.2908556,632.3541,23.0
1.4656647,5.0,1.8175024,1.2554598,4.0,3.0727334,741.3357,21.0
1.4591157,6.0,1.8971319,1.1204726,6.0,2.473518,784.9254,9.0
1.1310773,7.0,1.1580912,1.4126657,6.0,1.1386961,53.092247,23.0
1.5038095,7.0,1.3983011,1.7425851,4.0,0.081342965,953.6015,13.0
1.391512,8.0,1.785578,1.7582152,7.0,1.9705415,264.96088,28.0
1.6906607,11.0,1.2247801,1.7644763,7.0,1.666685,507.98145,9.0
1.3776895,7.0,1.9984711,1.079612,7.0,1.8835481,586.7369,19.0
1.3993111,9.0,1.5360874,1.8286719,8.0,1.6570306,383.4619,19.0
1.340645,6.0,1.07052,1.9311206,3.0,2.5523314,155.99426,21.0
1.5619291,7.0,1.7577549,1.3689619,6.0,0.78771716,769.3812,8.0
1.2624571,5.0,1.3949933,1.1047707,7.0,1.5240302,838.4032,28.0
1.4900583,9.0,1.4048159,1.9118876,4.0,0.4533889,904.5393,23.0
1.4587446,6.0,1.6478759,1.8343801,3.0,0.17889875,732.416,10.0
1.4187692,7.0,1.8539113,1.4060713,6.0,2.112974,219.98596,30.0
1.6150386,9.0,1.1579086,1.9125605,6.0,3.0323398,755.71173,11.0
1.5059099,6.0,1.925627,1.5493932,5.0,2.732204,554.0462,12.0
1.4729635,7.0,1.8794397,1.2233831,6.0,0.02328639,912.4818,5.0
1.37956,7.0,1.7581323,1.0800421,4.0,0.28367117,892.28925,23.0
1.289594,11.0,1.9622567,1.7208264,7.0,1.0124073,244.50757,20.0
1.4869993,10.0,1.4273831,1.2934498,8.0,0.009898239,735.6488,11.0
1.350437,7.0,1.1906581,1.0304862,3.0,1.1031668,176.84355,6.0
